Price,Close,High,Low,Open,Volume,daily_return,volatility,SMA_20,EMA_20,RSI
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,
Date,,,,,,,,,,
2020-01-02,72.716064453125,72.77659055848162,71.4668047519516,71.72101143907315,135480400,,,,72.716064453125,
2020-01-03,72.00911712646484,72.77174458511139,71.7839617851537,71.94132818321717,146322800,-0.009722024039349297,,,72.64873613630023,
2020-01-06,72.58291625976562,72.62165386110323,70.87608272259153,71.12787343706493,118387200,0.00796842339134729,,,72.64246757663027,
2020-01-07,72.24153900146484,72.84921605109494,72.02122310005907,72.59258596559819,108872000,-0.004703272834602479,,,72.60428390280498,
2020-01-08,73.40364074707031,73.70627127642481,71.94375136900179,71.94375136900179,132079200,0.01608633705300644,,,72.68041312606834,
2020-01-09,74.96280670166016,75.15648731833909,74.1323901596974,74.38417348369161,170108400,0.02124098939400465,,,72.89778394279138,
2020-01-10,75.13227844238281,75.69880941545972,74.6287043855216,75.19765137920673,140644800,0.002260744336816556,,,73.11059294275248,
2020-01-13,76.73741149902344,76.76404682603398,75.3307854721379,75.44942165682815,121532000,0.021364093967568998,,,73.4560042338259,
2020-01-14,75.70122528076172,76.88511970700802,75.57775702296071,76.67448999643469,161954400,-0.013503012390180813,,,73.66983480972455,
2020-01-15,75.37679290771484,76.38394823058523,74.94342390604251,75.5002685322302,121923600,-0.00428569513694943,,,73.83240224762838,
2020-01-16,76.32099151611328,76.43236486391163,75.55836410557868,75.92152071901803,108829200,0.012526383412921671,,,74.06941074938884,
2020-01-17,77.16593933105469,77.16835535095495,76.26288724448004,76.57035717765905,137816400,0.011070975339242173,,,74.36431823335701,
2020-01-21,76.64299774169922,77.23614913553814,76.5049964495613,76.79310129941813,110843200,-0.006776844730833398,,,74.5813353293896,
2020-01-22,76.91658020019531,77.47099402402007,76.82215592624772,77.1296258918447,101832400,0.003569568865483541,1.8878109204823867,,74.80373960279968,70.86842548133414
2020-01-23,77.2869873046875,77.3668785027068,76.42024944843635,76.96983114393875,104472000,0.00481569907980961,1.8854893149093028,,75.04023938393186,71.90252804716837
2020-01-24,77.06427764892578,78.27963949778808,76.87301303795586,77.53396093858308,146537600,-0.002881593183128417,1.7077782273758528,,75.2330049329789,75.40165584798953
2020-01-27,74.79817199707031,75.48090092368226,73.81280512269632,75.06690438729518,161940000,-0.029405396650558968,1.50326558852389,,75.19159227241619,59.51344656758669
2020-01-28,76.9141616821289,77.08605376922371,75.58258723533865,75.6818509443487,162234000,0.028289323503005726,1.1557044094378761,,75.35564650191264,67.41258311811045
2020-01-29,78.52413940429688,79.37392820388496,77.80751245640747,78.55077473001256,216229200,0.020932136383696065,1.0673660258837074,,75.65740773071114,68.46522346322604
2020-01-30,78.41036224365234,78.46362551493233,77.17078871761717,77.60415772537527,126743200,-0.0014489450187887831,1.1081785435800802,75.5454200744629,75.91959387480078,63.87920358548703
2020-01-31,74.93374633789062,78.12225762194025,74.63837863048332,77.69857485901245,199588400,-0.044338730319322894,1.1300426941150934,75.65630416870117,75.8257036331903,49.36881782503868
2020-02-03,74.72795104980469,75.89731214570682,73.16879799630816,73.67237193822604,173788400,-0.0027463632627944268,1.2375925230212501,75.79224586486816,75.72115576810596,42.9874821348317
2020-02-04,77.19500732421875,77.3862719133486,75.93122176752728,76.33795548064964,136616400,0.03301383538228975,1.229224031571628,76.02285041809083,75.86152258297383,54.739596117749535
2020-02-05,77.82447052001953,78.62583557722229,77.21920945636545,78.32562106551018,118826800,0.008154195687255283,1.2172058004906225,76.30199699401855,76.04847000554962,57.61872329592626
2020-02-06,78.73478698730469,78.73721039613278,77.53637437960353,78.09563507421905,105425600,0.011697046715544168,1.3162292243113267,76.56855430603028,76.30430971809771,57.52914147877983
2020-02-07,77.66455078125,78.4823777284415,77.17191276643283,78.23241868458796,117684000,-0.013592926926026427,1.329534143801847,76.70364151000976,76.43385648601698,51.53371958328562
2020-02-10,78.03343963623047,78.03343963623047,76.1648155367922,76.24489635857795,109348800,0.00474977130839882,1.3545908608733015,76.84869956970215,76.58619773841826,54.31789535533885
2020-02-11,77.5626449584961,78.60374012100387,77.34423530217373,78.53093937088862,94323200,-0.006033242670438255,1.3598295077144527,76.88996124267578,76.67919271175901,51.98202065415272
2020-02-12,79.40457916259766,79.40943007689862,78.01402569685219,78.01402569685219,113730400,0.02374769716900693,1.4912950814743502,77.07512893676758,76.93875332612461,55.95844755818222
2020-02-13,78.83914184570312,79.16676004463604,78.47027235558737,78.67412186901794,94747600,-0.007120966106207494,1.546789514079964,77.248246383667,77.11974270894162,54.89958623048516
2020-02-14,78.85856628417969,79.10852542853588,78.34893875905203,78.80759834748271,80113600,0.00024638064319093544,1.3951173629289473,77.37512512207032,77.28534495420239,62.79613377894256
2020-02-18,77.41459655761719,77.59660579717271,76.34923225388421,76.53124149343974,152531200,-0.018310879776319067,1.3801041118672763,77.38755798339844,77.29765463071809,51.646851291033194
2020-02-19,78.5357894897461,78.76633753940254,77.65729255269991,77.65729255269991,93984000,0.014482965512769175,1.3806274613649938,77.48219757080078,77.4155722363398,50.03961292953567
2020-02-20,77.73008728027344,78.78574250032466,77.22288901629881,78.29553354521413,100566000,-0.010259045139895728,1.3665216975947179,77.52287292480469,77.44552605004776,47.79085998514439
2020-02-21,75.97067260742188,77.76650347779221,75.3518440007245,77.32239667498202,129554000,-0.022634924704350246,1.227506320449489,77.45705718994141,77.30506381741672,53.790038683425024
2020-02-24,72.36204528808594,73.81811974778519,70.19007199595448,72.13878468494622,222195200,-0.047500268136146495,1.73392021699461,77.22194557189941,76.83430014795664,43.07504314364421
2020-02-25,69.91097259521484,73.41768758581995,69.4377529242665,73.03425797216033,230673600,-0.033872352323831456,2.688594080612846,76.97758560180664,76.17493561912408,28.65981473774184
2020-02-26,71.02002716064453,72.28924134156426,69.5275523864246,69.53483246216315,198054800,0.01586381256417524,3.120242153114182,76.68287887573243,75.68399195641175,30.60977529330836
2020-02-27,66.37757110595703,69.4062083168437,66.2416714304022,68.21708245275049,320605600,-0.0653682663931745,4.066450196581581,76.07555046081544,74.79766616113034,20.96274010147806
2020-02-28,66.33875274658203,67.56428659945458,62.21563736129434,62.431625307107254,426510000,-0.0005848113862593207,4.718154218786246,75.47196998596192,73.99205535974478,22.030630189988884
2020-03-02,72.51492309570312,73.15317015362184,67.39682304876307,68.50343887480543,341397200,0.09310048943359583,4.664905856674178,75.35102882385254,73.85137609650272,39.4094921783834
2020-03-03,70.21190643310547,73.77443320656704,69.35767141404621,73.69435237651876,319475600,-0.03175920988784886,4.705792707870883,75.12522659301757,73.50475993808394,36.82015763128462
2020-03-04,73.4686508178711,73.62881987433597,71.13650877871662,71.93977581539738,219178400,0.046384503002613764,4.4376151840366145,74.9389087677002,73.50132097425414,39.87081030497163
2020-03-05,71.08555603027344,72.69451203400999,70.71910826678842,71.71651568382781,187572800,-0.03243689330167987,4.202964499726984,74.60196304321289,73.27124812244645,37.54194250364936
2020-03-06,70.14151763916016,70.5759151634938,68.24862422437134,68.43548440571074,226176800,-0.013280312398643135,3.900842212176507,74.17229957580567,72.97317855260967,36.39804770917257
2020-03-09,64.59387969970703,67.48660954634035,63.82458392757783,64.00659319733327,286744800,-0.07909207165993604,4.122333166557904,73.51876602172851,72.17515009042846,32.26588347283007
2020-03-10,69.24602508544922,69.51297346708441,65.37044115282052,67.25606172575357,285290000,0.07202145787448777,3.609304891242212,73.07939529418945,71.89618580423996,38.29355579680634
2020-03-11,66.84107971191406,68.24619329059158,65.9747138459021,67.31673591637701,255598800,-0.03473044655729285,3.1400137994804,72.54331703186035,71.41474712878035,36.80991222281985
2020-03-12,60.24021530151367,65.52333888472222,60.18440016078189,62.111272274536645,418474000,-0.09875460478571263,3.619322163997121,71.58509883880615,70.35050600237399,32.945679463498664
2020-03-13,67.45748138427734,67.93070839286551,61.38565181622262,64.28324334840872,370732000,0.11980810570878431,3.4917192056582924,71.01601581573486,70.07497984826955,45.06854243570743
2020-03-16,58.77928924560547,62.87327957704444,58.24296696218062,58.71619032815072,322423600,-0.12864684480637234,4.322223454653761,70.01205196380616,68.99919979087296,40.05290520490626
2020-03-17,61.36381149291992,62.516533028751404,57.85467155764232,60.06547737431807,324056000,0.04396994724647296,4.523770867488399,69.20951271057129,68.27201995297267,41.5930433844593
2020-03-18,59.861637115478516,60.66975874633833,57.54405159077075,58.187153255274865,300233600,-0.024479808879126153,4.916140189144844,68.2758050918579,67.47103111130656,43.99891481699903
2020-03-19,59.40296936035156,61.35896164078844,58.876356338925326,60.036361741511776,271857200,-0.007662131829808461,5.278618964674592,67.35944919586181,66.70264427788227,43.66126003206579
2020-03-20,55.63174057006836,61.11385881136198,55.330817248448476,59.98539913252844,401693200,-0.06348552658043227,5.614828667479471,66.34250259399414,65.64827249618571,33.86069073869689
2020-03-23,54.44989776611328,55.45216343682044,51.59599344484774,55.350238679238295,336752800,-0.021244037879176947,6.028566029088934,65.4468952178955,64.5817606171312,34.60241065862776
2020-03-24,59.91260528564453,60.10917472444294,56.859702380225244,57.359620632722056,287531200,0.1003253953385923,5.404681895812293,64.946976852417,64.1370791569896,37.30453628159294
2020-03-25,59.582557678222656,62.67186075528643,59.28648895944169,60.851767993758266,303602000,-0.005508817482536621,4.896401896916677,64.3751033782959,63.70331520663085,38.79642411984754
2020-03-26,62.71796417236328,62.77620476506975,59.786401276197694,59.825230806660564,252087200,0.05262289193883696,4.309571670882568,64.1921230316162,63.609472250986315,43.06568323494835
